id,date,ligne,four,probleme,equipement,famille,duree_min,source,famille_norm,equipement_norm,famille_affichage,equipement_affichage
475,2024-07-06,L11,Four 1,Changement rippeur,rippeur,section n°8,15.0,import_2024,section n°8,rippeur,Section n°8,rippeur
476,2024-07-07,L11,Four 1,Panne électrique,AEE,section n°7,60.0,import_2024,section n°7,aee,Section n°7,AEE
477,2024-07-07,L11,Four 1,Serrage d'adapteur,Adapteur,section n°2,15.0,import_2024,section n°2,adapteur,Section n°2,adapteur
478,2024-07-07,L11,Four 1,changement bras transfert,Bras de transfert,section n°8,10.0,import_2024,section n°8,bras de transfert,Section n°8,bras de transfert
479,2024-07-07,L11,Four 1,Arret convoyeur mise a l'arche,convoyeur mise a l'arche,Convoyeur mise à l'arche,5.0,import_2024,convoyeur mise à l'arche,convoyeur mise a l'arche,Convoyeur mise à l'arche,convoyeur mise a l'arche
480,2024-07-07,L11,Four 1,Changement de ventilation moule de bague,ventillation,section n°8,20.0,import_2024,section n°8,ventillation,Section n°8,ventillation
481,2024-07-07,L11,Four 1,Mauvaise percage,percage,section n°1,30.0,import_2024,section n°1,percage,Section n°1,percage
482,2024-07-07,L11,Four 1,changement bras transfert,Bras de transfert,section n°1,15.0,import_2024,section n°1,bras de transfert,Section n°1,bras de transfert
483,2024-07-07,L11,Four 1,Ajustement de niveau bras transfert,Bras de transfert,section n°8,20.0,import_2024,section n°8,bras de transfert,Section n°8,bras de transfert
484,2024-07-09,L11,Four 1,Ajustement de niveau du bras transfert,Bras de transfert,section n°7,15.0,import_2024,section n°7,bras de transfert,Section n°7,bras de transfert
485,2024-07-09,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°1,15.0,import_2024,section n°1,rippeur,Section n°1,rippeur
486,2024-07-09,L11,Four 1,Ajustement de niveau du bras transfert,Bras de transfert,section n°7,20.0,import_2024,section n°7,bras de transfert,Section n°7,bras de transfert
487,2024-07-09,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°1,15.0,import_2024,section n°1,rippeur,Section n°1,rippeur
488,2024-07-10,L11,Four 1,coupure de courant,Machine,Machine,155.0,import_2024,machine,machine,Machine,Machine
489,2024-07-11,L11,Four 1,Mise a niveau bras de transfert,Bras de transfert,section n°1,20.0,import_2024,section n°1,bras de transfert,Section n°1,bras de transfert
490,2024-07-11,L11,Four 1,changement FPS,FPS,section n°8,40.0,import_2024,section n°8,fps,Section n°8,FPS
491,2024-07-11,L11,Four 1,AEE,AEE,section n°8,20.0,import_2024,section n°8,aee,Section n°8,AEE
492,2024-07-15,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°3,35.0,import_2024,section n°3,rippeur,Section n°3,rippeur
493,2024-07-15,L11,Four 1,Ajustement de niveau du bras transfert,Bras de transfert,section n°8,15.0,import_2024,section n°8,bras de transfert,Section n°8,bras de transfert
494,2024-07-17,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°2,35.0,import_2024,section n°2,rippeur,Section n°2,rippeur
495,2024-07-17,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°3,20.0,import_2024,section n°3,rippeur,Section n°3,rippeur
496,2024-07-17,L11,Four 1,Ajustement de niveau du bras transfert,Bras de transfert,section n°7,30.0,import_2024,section n°7,bras de transfert,Section n°7,bras de transfert
497,2024-07-17,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°3,45.0,import_2024,section n°3,rippeur,Section n°3,rippeur
498,2024-07-17,L11,Four 1,Ejection,Défauts,section n°6,20.0,import_2024,section n°6,défauts,Section n°6,Défauts
499,2024-07-18,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°4,60.0,import_2024,section n°4,rippeur,Section n°4,rippeur
500,2024-07-18,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°3,20.0,import_2024,section n°3,rippeur,Section n°3,rippeur
501,2024-07-18,L11,Four 1,Ajustement de niveau du bras transfert,Bras de transfert,section n°7,20.0,import_2024,section n°7,bras de transfert,Section n°7,bras de transfert
502,2024-07-19,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°4,20.0,import_2024,section n°4,rippeur,Section n°4,rippeur
503,2024-07-19,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°2,65.0,import_2024,section n°2,rippeur,Section n°2,rippeur
504,2024-07-20,L11,Four 1,Arret convoyeur mise a l'arche,convoyeur mise a l'arche,Convoyeur mise à l'arche,10.0,import_2024,convoyeur mise à l'arche,convoyeur mise a l'arche,Convoyeur mise à l'arche,convoyeur mise a l'arche
505,2024-07-20,L11,Four 1,Arret machine: probléme ciseaux,Mécanisme ciseaux,Mécanisme Ciseaux,270.0,import_2024,mécanisme ciseaux,mécanisme ciseaux,Mécanisme ciseaux,Mécanisme ciseaux
506,2024-07-21,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°4,30.0,import_2024,section n°4,rippeur,Section n°4,rippeur
507,2024-07-21,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°4,30.0,import_2024,section n°4,rippeur,Section n°4,rippeur
508,2024-07-21,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°3,40.0,import_2024,section n°3,rippeur,Section n°3,rippeur
509,2024-07-22,L11,Four 1,Changement bras transfert,bras de transfert,Section n°3,40.0,import_2024,section n°3,bras de transfert,Section n°3,bras de transfert
510,2024-07-22,L11,Four 1,Changement bras transfert,bras de transfert,Section n°3,20.0,import_2024,section n°3,bras de transfert,Section n°3,bras de transfert
511,2024-07-22,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°2,30.0,import_2024,section n°2,rippeur,Section n°2,rippeur
512,2024-07-22,L11,Four 1,Changement charnier,charnieres,Section n°3,50.0,import_2024,section n°3,charnieres,Section n°3,charnieres
513,2024-07-23,L11,Four 1,Changement bras de transfert,Bras de transfert,Section n°3,20.0,import_2024,section n°3,bras de transfert,Section n°3,bras de transfert
514,2024-07-24,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°4,40.0,import_2024,section n°4,rippeur,Section n°4,rippeur
515,2024-07-24,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°5,40.0,import_2024,section n°5,rippeur,Section n°5,rippeur
516,2024-07-24,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°4,20.0,import_2024,section n°4,rippeur,Section n°4,rippeur
517,2024-07-25,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°5,10.0,import_2024,section n°5,rippeur,Section n°5,rippeur
518,2024-07-25,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°3,10.0,import_2024,section n°3,rippeur,Section n°3,rippeur
519,2024-07-25,L11,Four 1,Serrage adapteur poincon,adapteur,section n°3,20.0,import_2024,section n°3,adapteur,Section n°3,adapteur
520,2024-07-26,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°2,20.0,import_2024,section n°2,rippeur,Section n°2,rippeur
521,2024-07-26,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°4,15.0,import_2024,section n°4,rippeur,Section n°4,rippeur
522,2024-07-26,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°5,15.0,import_2024,section n°5,rippeur,Section n°5,rippeur
523,2024-07-26,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°3,30.0,import_2024,section n°3,rippeur,Section n°3,rippeur
524,2024-07-26,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°2,20.0,import_2024,section n°2,rippeur,Section n°2,rippeur
525,2024-07-26,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°4,80.0,import_2024,section n°4,rippeur,Section n°4,rippeur
526,2024-07-26,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°5,30.0,import_2024,section n°5,rippeur,Section n°5,rippeur
527,2024-07-26,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°3,70.0,import_2024,section n°3,rippeur,Section n°3,rippeur
528,2024-07-27,L11,Four 1,Serrage plaque d'attente,Plaque d'attente,section n°2,15.0,import_2024,section n°2,plaque d'attente,Section n°2,Plaque d'attente
529,2024-07-27,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°4,10.0,import_2024,section n°4,rippeur,Section n°4,rippeur
530,2024-07-28,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°5,20.0,import_2024,section n°5,rippeur,Section n°5,rippeur
531,2024-07-28,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°4,40.0,import_2024,section n°4,rippeur,Section n°4,rippeur
532,2024-07-28,L11,Four 1,Changement bras transfert,bras de transfert,Section n°5,40.0,import_2024,section n°5,bras de transfert,Section n°5,bras de transfert
533,2024-07-28,L11,Four 1,Changement poincon,Poincon,Section n°7,25.0,import_2024,section n°7,poincon,Section n°7,poincon
534,2024-07-29,L11,Four 1,Réglage niveau de bras de transfert,bras de transfert,section n°3,20.0,import_2024,section n°3,bras de transfert,Section n°3,bras de transfert
535,2024-07-29,L11,Four 1,Changement bras de take-out,take-out,section n°2,40.0,import_2024,section n°2,take-out,Section n°2,take-out
536,2024-07-30,L11,Four 1,Arret de machine toute seul,machine,Machine,15.0,import_2024,machine,machine,Machine,Machine
537,2024-07-30,L11,Four 1,Changement bras de transfert,bras de transfert,section n°2,30.0,import_2024,section n°2,bras de transfert,Section n°2,bras de transfert
538,2024-07-30,L11,Four 1,Changement charnier Eb,Charnier,section n°4,15.0,import_2024,section n°4,charnier,Section n°4,charnier
539,2024-07-30,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°3,15.0,import_2024,section n°3,rippeur,Section n°3,rippeur
540,2024-07-31,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°3,35.0,import_2024,section n°3,rippeur,Section n°3,rippeur
541,2024-08-01,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°3,10.0,import_2024,section n°3,rippeur,Section n°3,rippeur
542,2024-08-02,L11,Four 1,Changement bras transfert,bras de transfert,Section n°2,15.0,import_2024,section n°2,bras de transfert,Section n°2,bras de transfert
543,2024-08-02,L11,Four 1,AEE,AEE,section n°4,15.0,import_2024,section n°4,aee,Section n°4,AEE
544,2024-08-03,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°5,60.0,import_2024,section n°5,rippeur,Section n°5,rippeur
545,2024-08-03,L11,Four 1,Manque l'eau de ciseaux,Ciseaux,Machine,5.0,import_2024,machine,ciseaux,Machine,Ciseaux
546,2024-08-03,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°5,30.0,import_2024,section n°5,rippeur,Section n°5,rippeur
547,2024-08-04,L11,Four 1,AEE,AEE,section n°4,100.0,import_2024,section n°4,aee,Section n°4,AEE
548,2024-08-04,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°5,10.0,import_2024,section n°5,rippeur,Section n°5,rippeur
549,2024-08-05,L11,Four 1,Coincement noyau,Noyau,section n°6,30.0,import_2024,section n°6,noyau,Section n°6,noyau
550,2024-08-06,L11,Four 1,Probléme ciseaux,Mécanisme ciseaux,Machine,5.0,import_2024,machine,mécanisme ciseaux,Machine,Mécanisme ciseaux
551,2024-08-07,L11,Four 1,Arret convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche,5.0,import_2024,convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche
552,2024-08-08,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°2,30.0,import_2024,section n°2,rippeur,Section n°2,rippeur
553,2024-08-08,L11,Four 1,Serrage les vis d'échappement téte compression,tete de compression,section n°2,20.0,import_2024,section n°2,tete de compression,Section n°2,tete de compression
554,2024-08-08,L11,Four 1,Verti-flow,verti-flow,section n°7,20.0,import_2024,section n°7,verti-flow,Section n°7,verti-flow
555,2024-08-09,L11,Four 1,AEE,AEE,section n°3,10.0,import_2024,section n°3,aee,Section n°3,AEE
556,2024-08-09,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°5,10.0,import_2024,section n°5,rippeur,Section n°5,rippeur
557,2024-08-11,L11,Four 1,Mauvaise percage,percage,section n°1,60.0,import_2024,section n°1,percage,Section n°1,percage
558,2024-08-11,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°1,30.0,import_2024,section n°1,rippeur,Section n°1,rippeur
559,2024-08-12,L11,Four 1,Changement rippeur,rippeur,section n°1,20.0,import_2024,section n°1,rippeur,Section n°1,rippeur
560,2024-08-12,L11,Four 1,Arret convoyeur machine: Probléme Electrique,convoyeur machine,machine,20.0,import_2024,machine,convoyeur machine,Machine,convoyeur machine
561,2024-08-12,L11,Four 1,AEE,AEE,section n°4,15.0,import_2024,section n°4,aee,Section n°4,AEE
562,2024-08-12,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°8,30.0,import_2024,section n°8,rippeur,Section n°8,rippeur
563,2024-08-13,L11,Four 1,Changement bras transfert,bras de transfert,Section n°1,20.0,import_2024,section n°1,bras de transfert,Section n°1,bras de transfert
564,2024-08-13,L11,Four 1,Changement bras transfert,bras de transfert,Section n°6,20.0,import_2024,section n°6,bras de transfert,Section n°6,bras de transfert
565,2024-08-13,L11,Four 1,Mise a niveau bras transfert,bras de transfert,Section n°1,15.0,import_2024,section n°1,bras de transfert,Section n°1,bras de transfert
566,2024-08-13,L11,Four 1,Mise a niveau bras transfert,bras de transfert,Section n°6,60.0,import_2024,section n°6,bras de transfert,Section n°6,bras de transfert
567,2024-08-13,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°8,20.0,import_2024,section n°8,rippeur,Section n°8,rippeur
568,2024-08-14,L11,Four 1,Changement bras transfert,bras de transfert,Section n°6,10.0,import_2024,section n°6,bras de transfert,Section n°6,bras de transfert
569,2024-08-14,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°5,20.0,import_2024,section n°5,rippeur,Section n°5,rippeur
570,2024-08-14,L11,Four 1,Changement bras take-out,bras take-out,section n°4,20.0,import_2024,section n°4,bras take-out,Section n°4,bras take-out
571,2024-08-14,L11,Four 1,AEE,AEE,section n°4,30.0,import_2024,section n°4,aee,Section n°4,AEE
572,2024-08-14,L11,Four 1,AEE,AEE,section n°4,60.0,import_2024,section n°4,aee,Section n°4,AEE
573,2024-08-14,L11,Four 1,Changement bras transfert,bras de transfert,Section n°1,15.0,import_2024,section n°1,bras de transfert,Section n°1,bras de transfert
574,2024-08-14,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°5,40.0,import_2024,section n°5,rippeur,Section n°5,rippeur
575,2024-08-14,L11,Four 1,Support tete de compression,téte comprssion,section n°4,20.0,import_2024,section n°4,téte comprssion,Section n°4,téte comprssion
576,2024-08-14,L11,Four 1,AEE,AEE,section n°7,10.0,import_2024,section n°7,aee,Section n°7,AEE
577,2024-08-14,L11,Four 1,AEE,AEE,section n°8,10.0,import_2024,section n°8,aee,Section n°8,AEE
578,2024-08-15,L11,Four 1,AEE,AEE,section n°7,585.0,import_2024,section n°7,aee,Section n°7,AEE
579,2024-08-15,L11,Four 1,AEE,AEE,section n°8,585.0,import_2024,section n°8,aee,Section n°8,AEE
580,2024-08-15,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°5,40.0,import_2024,section n°5,rippeur,Section n°5,rippeur
581,2024-08-15,L11,Four 1,Verti-flow,verti-flow,section n°2,80.0,import_2024,section n°2,verti-flow,Section n°2,verti-flow
582,2024-08-15,L11,Four 1,Bras de take-out,take-out,Section n°1,45.0,import_2024,section n°1,take-out,Section n°1,take-out
583,2024-08-16,L11,Four 1,AEE,AEE,section n°5,15.0,import_2024,section n°5,aee,Section n°5,AEE
584,2024-08-16,L11,Four 1,Réglage niveau bras transfert,bras de transfert,Section n°7,30.0,import_2024,section n°7,bras de transfert,Section n°7,bras de transfert
585,2024-08-16,L11,Four 1,Réglage niveau bras transfert,bras de transfert,Section n°1,20.0,import_2024,section n°1,bras de transfert,Section n°1,bras de transfert
586,2024-08-16,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°4,15.0,import_2024,section n°4,rippeur,Section n°4,rippeur
587,2024-08-16,L11,Four 1,Des arrets :Mauvaise fonctionnement de ripeur,rippeur,section n°5,90.0,import_2024,section n°5,rippeur,Section n°5,rippeur
588,2024-08-16,L11,Four 1,Réglage niveau bras transfert 3 fois,bras de transfert,Section n°1,40.0,import_2024,section n°1,bras de transfert,Section n°1,bras de transfert
589,2024-08-16,L11,Four 1,Réglage niveau bras transfert,bras de transfert,Section n°3,20.0,import_2024,section n°3,bras de transfert,Section n°3,bras de transfert
590,2024-08-19,L11,Four 1,Arret de la chemise,Chemise,machine,20.0,import_2024,machine,chemise,Machine,Chemise
591,2024-08-19,L11,Four 1,Réglage niveau bras transfert,bras de transfert,Section n°3,20.0,import_2024,section n°3,bras de transfert,Section n°3,bras de transfert
592,2024-08-19,L11,Four 1,Changement cartouche,cartouche,section n°2,120.0,import_2024,section n°2,cartouche,Section n°2,cartouche
593,2024-08-19,L11,Four 1,AEE,AEE,section n°4,45.0,import_2024,section n°4,aee,Section n°4,AEE
594,2024-08-20,L11,Four 1,Mauvaise percage,percage,section n°2,90.0,import_2024,section n°2,percage,Section n°2,percage
595,2024-08-21,L11,Four 1,AEE,section n°5,section n°5,15.0,import_2024,section n°5,section n°5,Section n°5,Section n°5
596,2024-08-21,L11,Four 1,Changement bras transfert,bras de transfert,Section n°2,40.0,import_2024,section n°2,bras de transfert,Section n°2,bras de transfert
597,2024-08-22,L11,Four 1,Réglage niveau bras transfert,bras de transfert,Section n°7,15.0,import_2024,section n°7,bras de transfert,Section n°7,bras de transfert
598,2024-08-23,L11,Four 1,AEE,AEE,section n°6,15.0,import_2024,section n°6,aee,Section n°6,AEE
599,2024-08-23,L11,Four 1,Arret machine tout seule,machine,machine,25.0,import_2024,machine,machine,Machine,Machine
600,2024-08-23,L11,Four 1,Mauvaise percage,percage,Section n°7,60.0,import_2024,section n°7,percage,Section n°7,percage
601,2024-08-23,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°4,15.0,import_2024,section n°4,rippeur,Section n°4,rippeur
602,2024-08-24,L11,Four 1,Changement bras de transfert,bras de transfert,Section n°2,10.0,import_2024,section n°2,bras de transfert,Section n°2,bras de transfert
603,2024-08-24,L11,Four 1,Changement bras de transfert,bras de transfert,Section n°8,15.0,import_2024,section n°8,bras de transfert,Section n°8,bras de transfert
604,2024-08-25,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°4,30.0,import_2024,section n°4,rippeur,Section n°4,rippeur
605,2024-08-25,L11,Four 1,AEE,AEE,section n°5,30.0,import_2024,section n°5,aee,Section n°5,AEE
606,2024-08-25,L11,Four 1,Probléme percage,percage,Section n°7,30.0,import_2024,section n°7,percage,Section n°7,percage
607,2024-08-25,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°4,15.0,import_2024,section n°4,rippeur,Section n°4,rippeur
608,2024-08-25,L11,Four 1,Mauvaise percage,percage,section n°2,60.0,import_2024,section n°2,percage,Section n°2,percage
609,2024-08-25,L11,Four 1,Changement bras de transfert,bras de transfert,Section n°2,15.0,import_2024,section n°2,bras de transfert,Section n°2,bras de transfert
610,2024-08-25,L11,Four 1,AEE,AEE,section n°5,35.0,import_2024,section n°5,aee,Section n°5,AEE
611,2024-08-25,L11,Four 1,Mauvaise percage,percage,section n°2,40.0,import_2024,section n°2,percage,Section n°2,percage
612,2024-08-26,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°4,90.0,import_2024,section n°4,rippeur,Section n°4,rippeur
613,2024-08-26,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°5,60.0,import_2024,section n°5,rippeur,Section n°5,rippeur
614,2024-08-26,L11,Four 1,Manque l'eau de ciseaux,Mécanisme ciseaux,machine,5.0,import_2024,machine,mécanisme ciseaux,Machine,Mécanisme ciseaux
615,2024-08-26,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°4,10.0,import_2024,section n°4,rippeur,Section n°4,rippeur
616,2024-08-26,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°5,10.0,import_2024,section n°5,rippeur,Section n°5,rippeur
617,2024-08-26,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°2,10.0,import_2024,section n°2,rippeur,Section n°2,rippeur
618,2024-08-27,L11,Four 1,Manque l'eau de ciseaux,Mécanisme ciseaux,machine,5.0,import_2024,machine,mécanisme ciseaux,Machine,Mécanisme ciseaux
619,2024-08-27,L11,Four 1,Centrage téte de gonflage,téte gonflage,Section n°7,20.0,import_2024,section n°7,téte gonflage,Section n°7,téte gonflage
620,2024-08-27,L11,Four 1,Arret convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche,5.0,import_2024,convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche
621,2024-08-27,L11,Four 1,Arret convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche,5.0,import_2024,convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche
622,2024-08-27,L11,Four 1,Arret convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche,10.0,import_2024,convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche
623,2024-08-28,L11,Four 1,AEE,AEE,section n°5,30.0,import_2024,section n°5,aee,Section n°5,AEE
624,2024-08-28,L11,Four 1,AEE,AEE,section n°3,10.0,import_2024,section n°3,aee,Section n°3,AEE
625,2024-08-28,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°2,10.0,import_2024,section n°2,rippeur,Section n°2,rippeur
626,2024-08-29,L11,Four 1,changement distributeur,Poincon,section n°2,150.0,import_2024,section n°2,poincon,Section n°2,poincon
627,2024-08-29,L11,Four 1,Changement bras de transfert,bras de transfert,Section n°4,20.0,import_2024,section n°4,bras de transfert,Section n°4,bras de transfert
628,2024-08-29,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°6,30.0,import_2024,section n°6,rippeur,Section n°6,rippeur
629,2024-08-30,L11,Four 1,Mauvaise percage,percage,section n°2,90.0,import_2024,section n°2,percage,Section n°2,percage
630,2024-08-30,L11,Four 1,Arret de machine a cause plongeur,plongeur,machine,15.0,import_2024,machine,plongeur,Machine,plongeur
631,2024-08-30,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°2,25.0,import_2024,section n°2,rippeur,Section n°2,rippeur
632,2024-08-30,L11,Four 1,Arret tapis d'arche,Tapis d'arche,l'arche,105.0,import_2024,l'arche,tapis d'arche,l'arche,Tapis d'arche
633,2024-08-31,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°4,15.0,import_2024,section n°4,rippeur,Section n°4,rippeur
634,2024-08-31,L11,Four 1,Changement charnier Eb,charnier,section n°8,15.0,import_2024,section n°8,charnier,Section n°8,charnier
635,2024-08-31,L11,Four 1,Mauvaise percage,percage,section n°2,30.0,import_2024,section n°2,percage,Section n°2,percage
636,2024-08-31,L11,Four 1,Changement support de gonflage,gonflage,section n°7,20.0,import_2024,section n°7,gonflage,Section n°7,gonflage
637,2024-08-31,L11,Four 1,Cartouche noyau,cartouche,section n°8,45.0,import_2024,section n°8,cartouche,Section n°8,cartouche
638,2024-09-01,L11,Four 1,Arret plongeur,plongeur,machine,10.0,import_2024,machine,plongeur,Machine,plongeur
639,2024-09-01,L11,Four 1,Serrage adapteur,adapteur,section n°2,60.0,import_2024,section n°2,adapteur,Section n°2,adapteur
640,2024-09-01,L11,Four 1,changement support take-out,take-out,section n°3,90.0,import_2024,section n°3,take-out,Section n°3,take-out
641,2024-09-01,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°3,60.0,import_2024,section n°3,rippeur,Section n°3,rippeur
642,2024-09-03,L11,Four 1,Travail sur convoyeur mise a l'arche,convoyeur mise a l'arche,machine,35.0,import_2024,machine,convoyeur mise a l'arche,Machine,convoyeur mise a l'arche
643,2024-09-03,L11,Four 1,Changement charnier Eb,Charnier,section n°4,20.0,import_2024,section n°4,charnier,Section n°4,charnier
644,2024-09-03,L11,Four 1,Probléme percage,percage,section n°2,90.0,import_2024,section n°2,percage,Section n°2,percage
645,2024-09-03,L11,Four 1,Travail sur convoyeur mise a l'arche,convoyeur mise a l'arche,machine,5.0,import_2024,machine,convoyeur mise a l'arche,Machine,convoyeur mise a l'arche
646,2024-09-03,L11,Four 1,Probléme percage,percage,section n°2,45.0,import_2024,section n°2,percage,Section n°2,percage
647,2024-09-03,L11,Four 1,Mauvaise fonctionnement rippeur,rippeur,section n°5,30.0,import_2024,section n°5,rippeur,Section n°5,rippeur
648,2024-09-04,L11,Four 1,Mauvaise fonctionnement rippeur,rippeur,section n°5,15.0,import_2024,section n°5,rippeur,Section n°5,rippeur
649,2024-09-05,L11,Four 1,Arret machine panne electrique,AEE,machine,10.0,import_2024,machine,aee,Machine,AEE
650,2024-09-05,L11,Four 1,Mauvaise fonctionnement rippeur,rippeur,section n°3,15.0,import_2024,section n°3,rippeur,Section n°3,rippeur
651,2024-09-05,L11,Four 1,AEE,AEE,section n°5,20.0,import_2024,section n°5,aee,Section n°5,AEE
652,2024-09-06,L11,Four 1,Mauvaise fonctionnement rippeur,rippeur,section n°3,30.0,import_2024,section n°3,rippeur,Section n°3,rippeur
653,2024-09-06,L11,Four 1,Mauvaise fonctionnement rippeur,rippeur,section n°5,20.0,import_2024,section n°5,rippeur,Section n°5,rippeur
654,2024-09-07,L11,Four 1,Mauvaise fonctionnement rippeur,rippeur,section n°4,15.0,import_2024,section n°4,rippeur,Section n°4,rippeur
655,2024-09-08,L11,Four 1,Mauvaise fonctionnement rippeur,rippeur,section n°3,20.0,import_2024,section n°3,rippeur,Section n°3,rippeur
656,2024-09-09,L11,Four 1,AEE,section n°5,section n°5,15.0,import_2024,section n°5,section n°5,Section n°5,Section n°5
657,2024-09-10,L11,Four 1,Changement bras de transfert,bras de transfert,section n°3,15.0,import_2024,section n°3,bras de transfert,Section n°3,bras de transfert
658,2024-09-10,L11,Four 1,Fixation plaque d'attente,Plaque d'attente,section n°4,15.0,import_2024,section n°4,plaque d'attente,Section n°4,Plaque d'attente
659,2024-09-10,L11,Four 1,Mauvaise fonctionnement rippeur,rippeur,section n°3,30.0,import_2024,section n°3,rippeur,Section n°3,rippeur
660,2024-09-10,L11,Four 1,Mauvaise fonctionnement rippeur,rippeur,section n°3,30.0,import_2024,section n°3,rippeur,Section n°3,rippeur
661,2024-09-11,L11,Four 1,Variation monté Dé,Dé,section n°3,30.0,import_2024,section n°3,dé,Section n°3,Dé
662,2024-09-11,L11,Four 1,Mauvaise fonctionnement rippeur,rippeur,section n°3,30.0,import_2024,section n°3,rippeur,Section n°3,rippeur
663,2024-09-11,L11,Four 1,Mauvaise fonctionnement rippeur,rippeur,section n°4,30.0,import_2024,section n°4,rippeur,Section n°4,rippeur
664,2024-09-11,L11,Four 1,Changement distributeur percage,Distributeur,section n°7,25.0,import_2024,section n°7,distributeur,Section n°7,Distributeur
665,2024-09-11,L11,Four 1,Mauvaise fonctionnement rippeur,rippeur,section n°4,20.0,import_2024,section n°4,rippeur,Section n°4,rippeur
666,2024-09-11,L11,Four 1,Mauvaise fonctionnement rippeur,rippeur,section n°3,20.0,import_2024,section n°3,rippeur,Section n°3,rippeur
667,2024-09-12,L11,Four 1,Sortie scoop toute seul,scoop,machine,10.0,import_2024,machine,scoop,Machine,scoop
